Name;Year;Category;Countries;Gender;Description;Details
Gunnar Myrdal;1974;Sweden;Economics;Man;;
Günter Blobel;1999;Germany;Physiology or Medicine;Man;;
Günter Blobel;1999;United States;Physiology or Medicine;Man;; born in then Germany,  now Poland
Günter Grass;1999;Germany;Literature;Man;; born in Free City of Danzig,  now Poland
Gustaf Dalén;1912;Sweden;Physics;Man;;
Gustav Ludwig Hertz;1925;Germany;Physics;Man;;
Gustav Stresemann;1926;Germany;Peace;Man;;
H. David Politzer;2004;United States;Physics;Man;;
H. Robert Horvitz;2002;United States;Physiology or Medicine;Man;;
Haldan Keffer Hartline;1967;United States;Physiology or Medicine;Man;;
Halldór Laxness;1955;Iceland;Literature;Man;;
Hamilton O. Smith;1978;United States;Physiology or Medicine;Man;;
Hannes Alfvén;1970;Sweden;Physics;Man;;
Hans Adolf Krebs;1953;Germany;Physiology or Medicine;Man;;
Hans Adolf Krebs;1953;United Kingdom;Physiology or Medicine;Man;; born in Germany
Hans Bethe;1967;Germany;Physics;Man;;
Hans Bethe;1967;United States;Physics;Man;; born in then Germany,  now France
Hans Fischer;1930;Germany;Chemistry;Man;;
Hans G. Dehmelt;1989;Germany;Physics;Man;;
Hans G. Dehmelt;1989;United States;Physics;Man;; born in Germany
Hans Spemann;1935;Germany;Physiology or Medicine;Man;;
Hans von Euler-Chelpin;1929;Germany;Chemistry;Man;;
Hans von Euler-Chelpin;1929;Sweden;Chemistry;Man;; born in Germany
Har Gobind Khorana;1968;India;Physiology or Medicine;Man;;
Har Gobind Khorana;1968;United States;Physiology or Medicine;Man;; born in India
Harald zur Hausen;2008;Germany;Physiology or Medicine;Man;;
Harold C. Urey;1934;United States;Chemistry;Man;;
Harold E. Varmus;1989;United States;Physiology or Medicine;Man;;
Harold Kroto;1996;United Kingdom;Chemistry;Man;;
Harold Pinter;2005;United Kingdom;Literature;Man;;
Harry M. Markowitz;1990;United States;Economics;Man;;
Harry Martinson;1974;Sweden;Literature;Man;;
Hartmut Michel;1988;Germany;Chemistry;Man;;
Heike Kamerlingh Onnes;1913;Netherlands;Physics;Man;;
Heinrich Böll;1972;Germany;Literature;Man;;
Heinrich Otto Wieland;1927;Germany;Chemistry;Man;;
Heinrich Rohrer;1986;Switzerland;Physics;Man;;
Hendrik Lorentz;1902;Netherlands;Physics;Man;;
Henri Bergson;1927;France;Literature;Man;;
Henri La Fontaine;1913;Belgium;Peace;Man;;
Henri Moissan;1906;France;Chemistry;Man;;
Henrik Dam;1943;Denmark;Physiology or Medicine;Man;;
Henrik Pontoppidan;1917;Denmark;Literature;Man;;
Henry Dunant;1901;Switzerland;Peace;Man;;
Henry Hallett Dale;1936;United Kingdom;Physiology or Medicine;Man;;
Henry Kissinger;1973;United States;Peace;Man;; born in Germany
Henry Kissinger;1978;Germany;Peace;Man;;
Henry Taube;1983;Canada;Chemistry;Man;;
Henry Taube;1983;United States;Chemistry;Man;; born in Canada
Henry W. Kendall;1990;United States;Physics;Man;;
Henryk Sienkiewicz;1905;Poland;Literature;Man;; born in Congress Poland (Russian Empire)
Henryk Sienkiewicz;1905;Russia and Soviet Union;Literature;Man;; born in Congress Poland (Russian Empire)
Herbert A. Hauptman;1985;United States;Chemistry;Man;;
Herbert A. Simon;1978;United States;Economics;Man;;
Herbert C. Brown;1979;United States;Chemistry;Man;; born in the United Kingdom
Herbert Kroemer;2000;Germany;Physics;Man;;
Herbert S. Gasser;1944;United States;Physiology or Medicine;Man;;
Hermann Emil Fischer;1902;Germany;Chemistry;Man;;
Hermann Hesse;1946;Germany;Literature;Man;;
Hermann Hesse;1946;Switzerland;Literature;Man;; born in Germany
Hermann J. Muller;1946;United States;Physiology or Medicine;Man;;
Hermann Staudinger;1953;Germany;Chemistry;Man;;
Herta Müller;2009;Germany;Literature;Woman;;Born in Romania, worked in Germany
Herta Müller;2009;Romania;Literature;Woman;;Born in Romania, worked in Germany
Hideki Shirakawa;2000;Japan;Chemistry;Man;;
Hideki Yukawa;1949;Japan;Physics;Man;;
Hiroshi Amano;2014;Japan;Physics;Man;;
Hjalmar Branting;1921;Sweden;Peace;Man;;
Horst L. Störmer;1998;Germany;Physics;Man;;
Horst Ludwig Störmer;1998;United States;Physics;Man;; born in Germany
Howard Florey;1945;Australia;Physiology or Medicine;Man;;
Howard Martin Temin;1975;United States;Physiology or Medicine;Man;;
Hugo Theorell;1955;Sweden;Physiology or Medicine;Man;;
Igor Tamm;1958;Russia and Soviet Union;Physics;Man;;
Ilya Ilyich Mechnikov;1908;Ukraine;Physiology or Medicine;Man;;
Ilya Mikhailovich Frank;1958;Russia and Soviet Union;Physics;Man;;
Ilya Prigogine;1977;Belgium;Chemistry;Man;; born in Russia
Ilya Prigogine;1977;Russia and Soviet Union;Chemistry;Man;;
Imre Kertész;2002;Hungary;Literature;Man;;
Institut de Droit International;1904;Belgium;Peace;Organization;;
International Atomic Energy Agency;2005;Austria;Peace;Organization;;
Irène Joliot-Curie;1935;France;Chemistry;Woman;;
Irving Langmuir;1932;United States;Chemistry;Man;;
Irwin Rose;2004;United States;Chemistry;Man;;
Isaac Bashevis Singer;1978;Poland;Literature;Man;; born in Congress Poland (Russian Empire)
Isaac Bashevis Singer;1978;United States;Literature;Man;; born in then Russian Empire,  now Poland
Isamu Akasaki;2014;Japan;Physics;Man;;
Isidor Isaac Rabi;1944;Poland;Physics;Man;; born in Rymanów,  Austria-Hungary (now in Poland)
Isidor Isaac Rabi;1944;United States;Physics;Man;; born in Austria
Ivan Bunin;1933;France;Literature;Man;; born in Russia
Ivan Bunin;1933;Russia and Soviet Union;Literature;Man;;
Ivan Pavlov;1904;Russia and Soviet Union;Physiology or Medicine;Man;;
Ivar Giaever;1973;Norway;Physics;Man;;
Ivar Giaever;1973;United States;Physics;Man;; Norway
Ivo Andrić;1961;Bosnia and Herzegovina;Literature;Man;; Ethnic Croat and national born in Condominium of Bosnia and Herzegovina,  Austro-Hungarian Empire (now Bosnia and Herzegovina)
J. Georg Bednorz;1987;Germany;Physics;Man;;
J. Hans D. Jensen;1963;Germany;Physics;Man;;
J. J. Thomson;1906;United Kingdom;Physics;Man;;
J. M. Coetzee;2003;South Africa;Literature;Man;;
J. M. G. Le Clézio;2008;France;Literature;Man;;
J. Michael Bishop;1989;United States;Physiology or Medicine;Man;;
J. Robin Warren;2005;Australia;Physiology or Medicine;Man;;
Jacinto Benavente;1922;Spain;Literature;Man;;
Jack Kilby;2000;United States;Physics;Man;;
Jack Steinberger;1988;Germany;Physics;Man;;
Jack Steinberger;1988;United States;Physics;Man;; born in Germany
Jack W. Szostak;2009;Canada;Physiology or Medicine;Man;; born in the United Kingdom
Jack W. Szostak;2009;United States;Physiology or Medicine;Man;; born in United Kingdom
Jacobus Henricus van 't Hoff;1901;Netherlands;Chemistry;Man;;
Jacques Dubochet;2017;Switzerland;Chemistry;Man;;
Jacques Monod;1965;France;Physiology or Medicine;Man;;
James A. Mirrlees;1996;United Kingdom;Economics;Man;;
James Allison;2018;United States;Physiology or Medicine;Man;;
James B. Sumner;1946;United States;Chemistry;Man;;
James Chadwick;1935;United Kingdom;Physics;Man;;
James Cronin;1980;United States;Physics;Man;;
James D. Watson;1962;United States;Physiology or Medicine;Man;;
James Franck;1925;Germany;Physics;Man;;
James J. Heckman;2000;United States;Economics;Man;;
James M. Buchanan;1986;United States;Economics;Man;;
James Meade;1977;United Kingdom;Economics;Man;;
James Rainwater;1975;United States;Physics;Man;;
James Rothman;2013;United States;Physiology or Medicine;Man;;
James Tobin;1981;United States;Economics;Man;;
James W. Black;1988;United Kingdom;Physiology or Medicine;Man;;
Jan Tinbergen;1969;Netherlands;Economics;Man;;
Jane Addams;1931;United States;Peace;Woman;;
Jaroslav Heyrovský;1959;Czech Republic;Chemistry;Man;; born in Prague,  Austria-Hungary,  now Czech Republic
Jaroslav Seifert;1984;Czech Republic;Literature;Man;; born in Prague,  Austria-Hungary,  now Czech Republic
Jean Baptiste Perrin;1926;France;Physics;Man;;
Jean Dausset;1980;France;Physiology or Medicine;Man;;
Jean Tirole;2014;France;Economics;Man;;
Jean-Marie Lehn;1987;France;Chemistry;Man;;
Jean-Paul Sartre;1964;France;Literature;Man;;(declined the prize)
Jean-Pierre Sauvage;2016;France;Chemistry;Man;;
Jeffrey C. Hall;2017;United States;Physiology or Medicine;Man;;
Jens Christian Skou;1997;Denmark;Chemistry;Man;;
Jerome I. Friedman;1990;United States;Physics;Man;;
Jerome Karle;1985;United States;Chemistry;Man;;
Jim Peebles;2019;Canada;Physics;Man;;
Jim Peebles;2019;United States;Physics;Man;; born in Canada
Jimmy Carter;2002;United States;Peace;Man;;
Joachim Frank;2017;Germany;Chemistry;Man;;
Joachim Frank;2017;United States;Chemistry;Man;; born in Germany
Jody Williams;1997;United States;Peace;Woman;;
Johann Deisenhofer;1988;Germany;Chemistry;Man;;
Johannes Diderik van der Waals;1910;Netherlands;Physics;Man;;
Johannes Fibiger;1926;Denmark;Physiology or Medicine;Man;;
Johannes Stark;1919;Germany;Physics;Man;;
Johannes V. Jensen;1944;Denmark;Literature;Man;;
John B. Goodenough;2019;United States;Chemistry;Man;; born in Germany
John B. Gurdon;2012;United Kingdom;Physiology or Medicine;Man;;
John Bardeen;1956;United States;Physics;Man;;
John Bardeen;1972;United States;Physics;Man;;
John Bennett Fenn;2002;United States;Chemistry;Man;;
John Boyd Orr;1949;United Kingdom;Peace;Man;;
John C. Mather;2006;United States;Physics;Man;;
John Carew Eccles;1963;Australia;Physiology or Medicine;Man;;
John Cockcroft;1951;United Kingdom;Physics;Man;;
John Cornforth;1975;Australia;Chemistry;Man;;
John Cornforth;1975;United Kingdom;Chemistry;Man;; born in Australia
John E. Sulston;2002;United Kingdom;Physiology or Medicine;Man;;
John E. Walker;1997;United Kingdom;Chemistry;Man;;
John F. Enders;1954;United States;Physiology or Medicine;Man;;
John Forbes Nash;1994;United States;Economics;Man;;
John Galsworthy;1932;United Kingdom;Literature;Man;;
John H. Northrop;1946;United States;Chemistry;Man;;
John H. van Vleck;1977;United States;Physics;Man;;
John Harsanyi;1994;Hungary;Economics;Man;;
John Harsanyi;1994;United States;Economics;Man;; born in Hungary
John Hicks;1972;United Kingdom;Economics;Man;;
John Hume;1998;Ireland;Peace;Man;;
John James Rickard Macleod;1923;Canada;Physiology or Medicine;Man;; born in the United Kingdom of Great Britain and Ireland
John James Rickard Macleod;1923;United Kingdom;Physiology or Medicine;Man;;
John Kendrew;1962;United Kingdom;Chemistry;Man;;
John L. Hall;2005;United States;Physics;Man;;
John M. Kosterlitz;2016;United Kingdom;Physics;Man;;
John M. Kosterlitz;2016;United States;Physics;Man;; born in United Kingdom
John O'Keefe;2014;United Kingdom;Physiology or Medicine;Man;; born in the United States
John O'Keefe;2014;United States;Physiology or Medicine;Man;;
John Polanyi;1986;Canada;Chemistry;Man;; born in Germany
John Polanyi;1986;Germany;Chemistry;Man;;
John Polanyi;1986;Hungary;Chemistry;Man;; born in Germany
John Pople;1998;United Kingdom;Chemistry;Man;;
John R. Mott;1946;United States;Peace;Man;;
John Robert Vane;1982;United Kingdom;Physiology or Medicine;Man;;
John Steinbeck;1962;United States;Literature;Man;;
John Strutt;1904;United Kingdom;Physics;Man;; 3rd Baron Rayleigh
José de Sousa Saramago;1998;Portugal;Literature;Man;;
José Echegaray;1904;Spain;Literature;Man;;
José Ramos-Horta;1996;East Timor;Peace;Man;;
José Ramos-Horta;1996;Portugal;Peace;Man;; born in then Portuguese Timor,  now East Timor
Joseph Brodsky;1987;Russia and Soviet Union;Literature;Man;; born in Russia
Joseph Brodsky;1987;United States;Literature;Man;; born in Russia
Joseph E. Murray;1990;United States;Physiology or Medicine;Man;;
Joseph E. Stiglitz;2001;United States;Economics;Man;;
Joseph Erlanger;1944;United States;Physiology or Medicine;Man;;
Joseph H. Taylor Jr.;1993;United States;Physics;Man;;
Joseph L. Goldstein;1985;United States;Physiology or Medicine;Man;;
Joseph Rotblat;1995;Poland;Peace;Man;; born in Congress Poland (Russian Empire)
Joseph Rotblat;1995;United Kingdom;Peace;Man;; born in then Russian Empire,  now Poland
Joshua Lederberg;1958;United States;Physiology or Medicine;Man;;
Juan Manuel Santos Calderón;2016;Colombia;Peace;Man;;
Juan Ramón Jiménez;1956;Spain;Literature;Man;;
Jules A. Hoffmann;2011;France;Physiology or Medicine;Man;; born in Luxembourg
Jules A. Hoffmann;2011;Luxembourg;Physiology or Medicine;Man;;
Jules Bordet;1919;Belgium;Physiology or Medicine;Man;;
Julian Schwinger;1965;United States;Physics;Man;;
Julius Axelrod;1970;United States;Physiology or Medicine;Man;;
Julius Wagner-Jauregg;1927;Austria;Physiology or Medicine;Man;;
K. Barry Sharpless;2001;United States;Chemistry;Man;;
Kai Siegbahn;1981;Sweden;Physics;Man;;
Kailash Satyarthi;2014;India;Peace;Man;;
Karl Adolph Gjellerup;1917;Denmark;Literature;Man;;
Karl Alexander Müller;1987;Switzerland;Physics;Man;;
Karl Ferdinand Braun;1909;Germany;Physics;Man;;
Karl Landsteiner;1930;Austria;Physiology or Medicine;Man;;
Karl Manne Siegbahn;1924;Sweden;Physics;Man;;
Karl von Frisch;1973;Austria;Physiology or Medicine;Man;;
Karl von Frisch;1973;Germany;Physiology or Medicine;Man;; born in Austria-Hungary,  now Austria
Karl Ziegler;1963;Germany;Chemistry;Man;;
Kary B. Mullis;1993;United States;Chemistry;Man;;
Kazuo Ishiguro;2017;Japan;Literature;Man;;
Kazuo Ishiguro;2017;United Kingdom;Literature;Man;; born in Japan
Kenichi Fukui;1981;Japan;Chemistry;Man;;
Kenneth G. Wilson;1982;United States;Physics;Man;;
Kenneth J. Arrow;1972;United States;Economics;Man;;
Kenzaburō Ōe;1994;Japan;Literature;Man;;
Kim Dae-jung;2000;South Korea;Peace;Man;;
Kip Thorne;2017;United States;Physics;Man;;
Klas Pontus Arnoldson;1908;Sweden;Peace;Man;;
Klaus von Klitzing;1985;Germany;Physics;Man;;
Knut Hamsun;1920;Norway;Literature;Man;;
Kofi Annan;2001;Ghana;Peace;Man;;
Koichi Tanaka;2002;Japan;Chemistry;Man;;
Konrad Bloch;1964;Germany;Physiology or Medicine;Man;;
Konrad Bloch;1964;United States;Physiology or Medicine;Man;; born in then Germany,  now Poland
Konrad Lorenz;1973;Austria;Physiology or Medicine;Man;;
Konstantin Novoselov;2010;Russia and Soviet Union;Physics;Man;;
Konstantin Novoselov;2010;United Kingdom;Physics;Man;; born in Russia
Kurt Alder;1950;Germany;Chemistry;Man;;
Kurt Wüthrich;2002;Switzerland;Chemistry;Man;;
Lars Onsager;1968;Norway;Chemistry;Man;;
Lars Onsager;1968;United States;Chemistry;Man;; born in Norway
Lars Peter Hansen;2013;United States;Economics;Man;;
Lawrence R. Klein;1980;United States;Economics;Man;;
Lê Đức Thọ;1973;Vietnam;Peace;Man;; born in French Indochina, (declined)
Lech Wałęsa;1983;Poland;Peace;Man;; born in Popowo,  Reichsgau Danzig-West Prussia,  Germany (today in Poland)
Leland H. Hartwell;2001;United States;Physiology or Medicine;Man;;
Leo Esaki;1973;Japan;Physics;Man;;
Léon Bourgeois;1920;France;Peace;Man;;
Léon Jouhaux;1951;France;Peace;Man;;
Leon M. Lederman;1988;United States;Physics;Man;;
Leon N. Cooper;1972;United States;Physics;Man;;
Leonid Hurwicz;2007;Poland;Economics;Man;; born in then Russian Republic (now Russia)
Leonid Hurwicz;2007;Russia and Soviet Union;Economics;Man;;
Leonid Hurwicz;2007;United States;Economics;Man;; born in Russia
Leonid Kantorovich;1975;Russia and Soviet Union;Economics;Man;;
Leopold Ružička;1939;Croatia;Chemistry;Man;; Ethnic Croat and national born in the Kingdom of Croatia-Slavonia,  Austro-Hungarian Empire (now Croatia)
Leopold Ružička;1939;Switzerland;Chemistry;Man;; born in Kingdom of Croatia-Slavonia,  Austria-Hungary,  now Croatia
Lester B. Pearson;1957;Canada;Peace;Man;;
Lev Landau;1962;Russia and Soviet Union;Physics;Man;; born in then Russian Empire,  now Azerbaijan,  laureate when citizen of the Soviet Union
Leymah Gbowee;2011;Liberia;Peace;Woman;;
Linda B. Buck;2004;United States;Physiology or Medicine;Woman;;
Linus C. Pauling;1954;United States;Chemistry;Man;;
Linus C. Pauling;1962;United States;Peace;Man;;
Liu Xiaobo;2010;China, People's Republic of;Peace;Man;;
Lloyd S. Shapley;2012;United States;Economics;Man;;
Louis de Broglie;1929;France;Physics;Man;;
Louis J. Ignarro;1998;United States;Physiology or Medicine;Man;;
Louis Néel;1970;France;Physics;Man;;
Louis Renault;1907;France;Peace;Man;;
Luc Montagnier;2008;France;Physiology or Medicine;Man;;
Ludwig Quidde;1927;Germany;Peace;Man;;
Luigi Pirandello;1934;Italy;Literature;Man;;
Luis Alvarez;1968;United States;Physics;Man;;
Luis Federico Leloir;1970;Argentina;Chemistry;Man;;
Luis Federico Leloir;1970;France;Chemistry;Man;;
M. Stanley Whittingham;2019;United Kingdom;Chemistry;Man;;
M. Stanley Whittingham;2019;United States;Chemistry;Man;; born in United Kingdom
Mairead Maguire;1976;Ireland;Peace;Woman;;Born in North Ireland, part of the UK
Mairead Maguire;1976;United Kingdom;Peace;Woman;;Born in North Ireland, part of the UK
Makoto Kobayashi;2008;Japan;Physics;Man;;
Malala Yousafzai;2014;Pakistan;Peace;Woman;;
Manfred Eigen;1967;Germany;Chemistry;Man;;
Maria Goeppert-Mayer;1963;Germany;Physics;Woman;;Born in then Germany, worked in the US
Maria Goeppert-Mayer;1963;United States;Physics;Woman;;Born in then Germany, worked in the US
Marie Skłodowska-Curie;1903;France;Physics;Woman;;Born in Congress Poland, worked in France
Marie Skłodowska-Curie;1903;Poland;Physics;Woman;;Born in Congress Poland, worked in France
Marie Skłodowska-Curie;1911;France;Chemistry;Woman;;Born in Congress Poland, worked in France
Marie Skłodowska-Curie;1911;Poland;Chemistry;Woman;;Born in Congress Poland, worked in France
Mario J. Molina;1995;United States;Chemistry;Man;; born in Mexico
Mario J. Molina;1995;Mexico;Chemistry;Man;;
Mario R. Capecchi;2007;Italy;Physiology or Medicine;Man;;
Mario R. Capecchi;2007;United States;Physiology or Medicine;Man;; born in Italy
Mario Vargas Llosa;2010;Peru;Literature;Man;;
Mario Vargas Llosa;2010;Spain;Literature;Man;; born in Peru
Marshall Warren Nirenberg;1968;United States;Physiology or Medicine;Man;;
Martin Chalfie;2008;United States;Chemistry;Man;;
Martin Karplus;2013;Austria;Chemistry;Man;;
Martin Karplus;2013;United States;Chemistry;Man;; born in Austria
Martin L. Perl;1995;United States;Physics;Man;;
Martin Luther King Jr.;1964;United States;Peace;Man;;
Martin Rodbell;1994;United States;Physiology or Medicine;Man;;
Martin Ryle;1974;United Kingdom;Physics;Man;;
Martinus J. G. Veltman;1999;Netherlands;Physics;Man;;
Martti Ahtisaari;2008;Finland;Peace;Man;;
Masatoshi Koshiba;2002;Japan;Physics;Man;;
Maurice Allais;1988;France;Economics;Man;;
Maurice Maeterlinck;1911;Belgium;Literature;Man;;
Maurice Wilkins;1962;New Zealand;Physiology or Medicine;Man;;
Maurice Wilkins;1962;United Kingdom;Physiology or Medicine;Man;; born in New Zealand
Max Born;1954;Germany;Physics;Man;;
Max Born;1954;United Kingdom;Physics;Man;; born in then Germany,  now Poland
Max Delbrück;1969;Germany;Physiology or Medicine;Man;;
Max Delbrück;1969;United States;Physiology or Medicine;Man;; born in Germany
Max Karl Ernst Ludwig Planck;1918;Germany;Physics;Man;;
Max Perutz;1962;Austria;Chemistry;Man;;
Max Perutz;1962;United Kingdom;Chemistry;Man;; born in Austria
Max Theiler;1951;South Africa;Physiology or Medicine;Man;;
Max von Laue;1914;Germany;Physics;Man;;
May-Britt Moser;2014;Norway;Physiology or Medicine;Woman;;
Médecins Sans Frontières;1999;France;Peace;Organization;;
Melvin Calvin;1961;United States;Chemistry;Man;;
Melvin Schwartz;1988;United States;Physics;Man;;
Menachem Begin;1978;Israel;Peace;Man;; born in Russia,  now Belarus
Menachem Begin;1978;Poland;Peace;Man;; as an Israeli citizen,  he also had Polish citizenship
Menachem Begin;1978;Russia and Soviet Union;Peace;Man;; as an Israeli citizen
Merton H. Miller;1990;United States;Economics;Man;;
Michael Kremer;2019;United States;Economics;Man;;
Michael Levitt;2013;Israel;Chemistry;Man;; born in South Africa
Michael Levitt;2013;South Africa;Chemistry;Man;;
Michael Levitt;2013;United Kingdom;Chemistry;Man;; born in South Africa
Michael Levitt;2013;United States;Chemistry;Man;; born in South Africa
Michael Rosbash;2017;United States;Physiology or Medicine;Man;;
Michael S. Brown;1985;United States;Physiology or Medicine;Man;;
Michael Smith;1993;Canada;Chemistry;Man;; born in the United Kingdom
Michael Smith;1993;United Kingdom;Chemistry;Man;;
Michael W. Young;2017;United States;Physiology or Medicine;Man;;
Michel Mayor;2019;Switzerland;Physics;Man;;
Miguel Ángel Asturias;1967;Guatemala;Literature;Man;;
Mikhail Gorbachev;1990;Russia and Soviet Union;Peace;Man;;
Mikhail Sholokhov;1965;Russia and Soviet Union;Literature;Man;;
Milton Friedman;1976;United States;Economics;Man;;
Mo Yan;2012;China, People's Republic of;Literature;Man;;
Mohamed ElBaradei;2005;Egypt;Peace;Man;;
Mother Teresa;1979;India;Peace;Woman;;Born in then Ottoman Empire (now North Macedonia), worked in India
Mother Teresa;1979;North Macedonia;Peace;Woman;;Born in then Ottoman Empire (now North Macedonia), worked in India
Muhammad Yunus;2006;Bangladesh;Peace;Man;;
Murray Gell-Mann;1969;United States;Physics;Man;;
Myron Scholes;1997;Canada;Economics;Man;;
Myron Scholes;1997;United States;Economics;Man;; born in Canada
Nadia Murad;2018;Iraq;Peace;Woman;;
Nadine Gordimer;1991;South Africa;Literature;Woman;;
Naguib Mahfouz;1988;Egypt;Literature;Man;;
Nathan Söderblom;1930;Sweden;Peace;Man;;
Nelly Sachs;1966;Germany;Literature;Woman;;Born in Germany, worked in Sweden
Nelly Sachs;1966;Sweden;Literature;Woman;;Born in Germany, worked in Sweden
Nelson Mandela;1993;South Africa;Peace;Man;;
Nevill Francis Mott;1977;United Kingdom;Physics;Man;;
Nicholas M. Butler;1931;United States;Peace;Man;;
Nicolaas Bloembergen;1981;Netherlands;Physics;Man;;
Nicolaas Bloembergen;1981;United States;Physics;Man;; born in the Netherlands
Niels Bohr;1922;Denmark;Physics;Man;;
Niels Kaj Jerne;1984;Denmark;Physiology or Medicine;Man;; born in United Kingdom
Niels Kaj Jerne;1984;United Kingdom;Physiology or Medicine;Man;;
Niels Ryberg Finsen;1903;Denmark;Physiology or Medicine;Man;; born in Faroe Islands
Niels Ryberg Finsen;1903;Faroe Islands;Physiology or Medicine;Man;;
Nikolaas Tinbergen;1973;Netherlands;Physiology or Medicine;Man;;
Nikolaas Tinbergen;1973;United Kingdom;Physiology or Medicine;Man;; born in the Netherlands
Nikolay Basov;1964;Russia and Soviet Union;Physics;Man;;
Nikolay Semyonov;1956;Russia and Soviet Union;Chemistry;Man;;
Norman Angell;1933;United Kingdom;Peace;Man;;
Norman Borlaug;1970;United States;Peace;Man;;
Norman F. Ramsey;1989;United States;Physics;Man;;
Norman Haworth;1937;United Kingdom;Chemistry;Man;;
Octavio Paz Lozano;1990;Mexico;Literature;Man;;
Odd Hassel;1969;Norway;Chemistry;Man;;
Odysseas Elytis;1979;Greece;Literature;Man;;
Olga Tokarczuk;2018;Poland;Literature;Woman;;
Oliver Eaton Williamson;2009;United States;Economics;Man;;
Oliver Hart;2016;United Kingdom;Economics;Man;;
Oliver Hart;2016;United States;Economics;Man;; born in United Kingdom
Oliver Smithies;2007;United Kingdom;Physiology or Medicine;Man;;
Oliver Smithies;2007;United States;Physiology or Medicine;Man;; born in United Kingdom
Organisation for the Prohibition of Chemical Weapons;2013;Netherlands;Peace;Organization;;
Orhan Pamuk;2006;Turkey;Literature;Man;;
Osamu Shimomura;2008;Japan;Chemistry;Man;;
Osamu Shimomura;2008;United States;Chemistry;Man;; Japanese citizenship 
Óscar Arias Sánchez;1987;Costa Rica;Peace;Man;;
Otto Diels;1950;Germany;Chemistry;Man;;
Otto Fritz Meyerhof;1922;Germany;Physiology or Medicine;Man;;
Otto Hahn;1944;Germany;Chemistry;Man;;
Otto Heinrich Warburg;1931;Germany;Physiology or Medicine;Man;;
Otto Loewi;1936;Austria;Physiology or Medicine;Man;; born in Germany
Otto Loewi;1936;Germany;Physiology or Medicine;Man;;
Otto Stern;1943;Germany;Physics;Man;;
Otto Stern;1943;United States;Physics;Man;; born in then Germany,  now Poland
Otto Wallach;1910;Germany;Chemistry;Man;;
Owen Chamberlain;1959;United States;Physics;Man;;
Owen Willans Richardson;1928;United Kingdom;Physics;Man;;
Pablo Neruda;1971;Chile;Literature;Man;;
Pär Lagerkvist;1951;Sweden;Literature;Man;;
Patrick Blackett;1948;United Kingdom;Physics;Man;; Baron Blackett
Patrick Modiano;2014;France;Literature;Man;;
Patrick White;1973;Australia;Literature;Man;; born in the United Kingdom
Patrick White;1973;United Kingdom;Literature;Man;;
Paul A. Samuelson;1970;United States;Economics;Man;;
Paul Berg;1980;United States;Chemistry;Man;;
Paul C. Lauterbur;2003;United States;Physiology or Medicine;Man;;
Paul D. Boyer;1997;United States;Chemistry;Man;;
Paul Dirac;1933;United Kingdom;Physics;Man;;
Paul Ehrlich;1908;Germany;Physiology or Medicine;Man;;
Paul Greengard;2000;United States;Physiology or Medicine;Man;;
Paul Hermann Müller;1948;Switzerland;Physiology or Medicine;Man;;
Paul J. Crutzen;1995;Germany;Chemistry;Man;;
Paul J. Crutzen;1995;Netherlands;Chemistry;Man;;
Paul J. Flory;1974;United States;Chemistry;Man;;
Paul Johann Ludwig Heyse;1910;Germany;Literature;Man;;
Paul Karrer;1937;Switzerland;Chemistry;Man;;
Paul Krugman;2008;United States;Economics;Man;;
Paul L. Modrich;2015;United States;Chemistry;Man;;
Paul Nurse;2001;United Kingdom;Physiology or Medicine;Man;;
Paul Romer;2018;United States;Economics;Man;;
Paul Sabatier;1912;France;Chemistry;Man;;
Paul-Henri-Benjamin d'Estournelles de Constant;1909;France;Peace;Man;;
Pavel Cherenkov;1958;Russia and Soviet Union;Physics;Man;;
Pearl S. Buck;1938;United States;Literature;Woman;;
Percy W. Bridgman;1946;United States;Physics;Man;;
Peter A. Diamond;2010;United States;Economics;Man;;
Peter Agre;2003;United States;Chemistry;Man;;
Peter C. Doherty;1996;Australia;Physiology or Medicine;Man;;
Peter D. Mitchell;1978;United Kingdom;Chemistry;Man;;
Peter Debye;1936;Netherlands;Chemistry;Man;;
Peter Grünberg;2007;Czech Republic;Physics;Man;; born in the Protectorate of Bohemia and Moravia,  now Czech Republic
Peter Grünberg;2007;Germany;Physics;Man;; born in the Protectorate of Bohemia and Moravia,  now the Czech Republic
Peter Handke;2019;Austria;Literature;Man;;
Peter Higgs;2013;United Kingdom;Physics;Man;;
Peter J. Ratcliffe;2019;United Kingdom;Physiology or Medicine;Man;;
Peter Mansfield;2003;United Kingdom;Physiology or Medicine;Man;;
Peter Medawar;1960;Brazil;Physiology or Medicine;Man;;
Peter Medawar;1960;United Kingdom;Physiology or Medicine;Man;; born in Brazil
Philip Anderson;1977;United States;Physics;Man;;
Philip Noel-Baker;1959;United Kingdom;Peace;Man;;
Philip S. Hench;1950;United States;Physiology or Medicine;Man;;
Philipp Lenard;1905;Germany;Physics;Man;; born in Pressburg,  Kingdom of Hungary,  Austrian Empire,  now Slovakia
Philipp Lenard;1905;Hungary;Physics;Man;;
Phillip A. Sharp;1993;United States;Physiology or Medicine;Man;;
Pierre Curie;1903;France;Physics;Man;;
Pierre-Gilles de Gennes;1991;France;Physics;Man;;
Pieter Zeeman;1902;Netherlands;Physics;Man;;
Polykarp Kusch;1955;Germany;Physics;Man;;
Polykarp Kusch;1955;United States;Physics;Man;; born in Germany
